university_id,course_id,faculty,course_name,degree_type,course_url,curriculum_supported,typical_offer,min_requirements,min_points_home,intl_buffer_points,required_subjects,recommended_subjects,ps_expected_signals,estimated_annual_cost_international,notes
BATH,BATH_POL_BA_2026,Humanities & Social Sciences,Politics with Economics BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/politics-languages-and-international-studies/bsc-politics-with-economics/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 36 (666 HL). Contextual: ABB / 34 (655 HL).,A-Levels: AAA; IB: 36 (666 HL). Contextual: ABB / 34 (655 HL).,36,1,A-level Maths A required.,History; Politics.,Ability to bridge political theory and market logic; interest in institutional design; global perspective; analytical essay writing.,23500,Add intl buffer +1; budget filter.
BATH,BATH_ARCH_BSC_2026,Engineering & Design,Architecture BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/architecture-and-civil-engineering/bsc-architecture/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,38,1,None required (Math/Art/Phys preferred).,Art; Design Technology; Physics.,Spatial imagination; evidence of creative process; ability to link art to structural engineering; portfolio showing technical and artistic evolution.,28800,Add intl buffer +1; budget filter; Portfolio and interview/task are critical; consistently #1 in UK.
BATH,BATH_CS_BSC_2026,Science,Computer Science BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/computer-science/bsc-computer-science/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,38,1,A-level Maths A* required.,Further Maths; Computer Science.,Mathematical fluency; algorithmic thinking; evidence of independent coding projects; problem-solving resilience; curiosity about AI/security.,28800,Add intl buffer +1; budget filter; A* in Maths is essential.
BATH,BATH_MECH_BENG_2026,Engineering & Design,Mechanical Engineering BEng,BEng,https://www.bath.ac.uk/courses/undergraduate-2025/mechanical-engineering/beng-mechanical-engineering/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,38,1,A-level Maths A* and Physics A required.,Further Maths.,Mechanical intuition; curiosity about systems and movement; maker mindset; teamwork in technical projects; sustainability in design awareness.,28800,Add intl buffer +1; budget filter.
BATH,BATH_CIVIL_BENG_2026,Engineering & Design,Civil Engineering BEng,BEng,https://www.bath.ac.uk/courses/undergraduate-2025/architecture-and-civil-engineering/beng-civil-engineering/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 36 (666 HL). Contextual: ABB / 34 (655 HL).,A-Levels: AAA; IB: 36 (666 HL). Contextual: ABB / 34 (655 HL).,36,1,A-level Maths and Physics A required.,None.,Interest in structural integrity and infrastructure; awareness of the built environment; spatial thinking; collaboration evidence.,28800,Add intl buffer +1; budget filter.
BATH,BATH_AERO_BENG_2026,Engineering & Design,Aerospace Engineering BEng,BEng,https://www.bath.ac.uk/courses/undergraduate-2025/mechanical-engineering/beng-aerospace-engineering/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,38,1,A-level Maths A* and Physics A required.,Further Maths.,Passion for flight mechanics and space systems; understanding of fluid dynamics/aerodynamics basics; technical project evidence.,28800,Add intl buffer +1; budget filter.
BATH,BATH_SPRT_BSC_2026,Humanities & Social Sciences,Sport and Exercise Science BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/health/bsc-sport-and-exercise-science/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 36 (666 HL). Contextual: ABB / 34 (655 HL).,A-Levels: AAA; IB: 36 (666 HL). Contextual: ABB / 34 (655 HL).,36,1,A-level Biology or Physics required.,Psychology; Maths.,Scientific interest in human performance; interest in biomechanics or physiology; evidence of elite sport engagement (as athlete or researcher).,23500,Add intl buffer +1; budget filter; world-class training facilities on campus.
BATH,BATH_NATSCI_BSC_2026,Science,Natural Sciences BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/natural-sciences/bsc-natural-sciences/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,38,1,A-level Maths and two other sciences required.,Chemistry; Biology; Physics.,Interdisciplinary curiosity; ability to link disparate scientific fields; high academic stamina; interest in research beyond a single niche.,28800,Add intl buffer +1; budget filter; very flexible degree structure.
BATH,BATH_PHARM_MPHARM_2026,Science,Pharmacy MPharm,MPharm,https://www.bath.ac.uk/courses/undergraduate-2025/pharmacy-and-pharmacology/mpharm-pharmacy/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAB; IB: 35 (665 HL). Contextual: BBB / 32 (15 HL).,A-Levels: AAB; IB: 35 (665 HL). Contextual: BBB / 32 (15 HL).,35,1,A-level Chemistry and one of Bio/Maths/Phys required.,Biology.,Attention to detail; interest in pharmacology and patient care; ethics; healthcare communication skills; evidence of pharmacy interest.,28800,Add intl buffer +1; budget filter; Integrated Master's.
BATH,BATH_SOC_BA_2026,Humanities & Social Sciences,Sociology BA,BA,https://www.bath.ac.uk/courses/undergraduate-2025/social-and-policy-sciences/ba-sociology/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,34,1,None required.,Sociology; Psychology.,Critical engagement with social inequality; curiosity about institutions; evidence of observing social trends; analytical writing.,21500,Add intl buffer +1; budget filter.
BATH,BATH_SOCPOL_BSC_2026,Humanities & Social Sciences,Social Policy BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/social-and-policy-sciences/bsc-social-policy/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,34,1,None required.,Sociology; Politics; Economics.,Interest in the welfare state and public services; evidence of observing social inequality; passion for policy-making; analytical essay skills.,21500,Add intl buffer +1; budget filter.
BATH,BATH_ED_PSY_BA_2026,Humanities & Social Sciences,Education with Psychology BA,BA,https://www.bath.ac.uk/courses/undergraduate-2025/education/ba-education-with-psychology/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,34,1,None required.,Psychology; Sociology.,Interest in child development and learning; evidence of working with youth; curiosity about psychological barriers in education; empathy.,21500,Add intl buffer +1; budget filter; excellent 'workaround' for Psychology-interested students.
BATH,BATH_BIOCHEM_BSC_2026,Science,Biochemistry BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/biology-and-biochemistry/bsc-biochemistry/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAB; IB: 35 (665 HL). Contextual: BBB / 32 (15 HL).,A-Levels: AAB; IB: 35 (665 HL). Contextual: BBB / 32 (15 HL).,35,1,A-level Biology and Chemistry grade A required.,Maths.,Passion for the molecular basis of life; precision in lab work; curiosity about DNA and proteins; analytical scientific mindset.,28800,Add intl buffer +1; placement variant available.
BATH,BATH_CHEM_BSC_2026,Science,Chemistry BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/chemistry/bsc-chemistry/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAB; IB: 35 (665 HL). Contextual: BBB / 32 (15 HL).,A-Levels: AAB; IB: 35 (665 HL). Contextual: BBB / 32 (15 HL).,35,1,A-level Chemistry and one of Bio/Maths/Phys required.,Maths.,Molecular intuition; interest in synthesis and kinetics; lab curiosity; evidence of attention to detail.,28800,Add intl buffer +1; budget filter.
BATH,BATH_PHYS_BSC_2026,Science,Physics BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/physics/bsc-physics/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,38,1,A-level Maths and Physics A*A required.,Further Maths.,Linking math to physical phenomena; curiosity about quantum or mechanics; experimental precision; evidence of technical hobbies.,28800,Add intl buffer +1; hard maths/phys gate.
BATH,BATH_MATH_BSC_2026,Science,Mathematical Sciences BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/mathematical-sciences/bsc-mathematical-sciences/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,A-Levels: A*AA; IB: 38 (766 HL). Contextual: AAB / 36 (665 HL).,38,1,A-level Maths A* required.,Further Maths.,"Interest in statistic, applied maths, or computing; versatility in problem-solving; evidence of math challenge participation; logical rigor.",28800,Add intl buffer +1; slightly more flexible than pure Math degree.
BATH,BATH_HEALTH_BSC_2026,Humanities & Social Sciences,Health and Exercise Science BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/health/bsc-health-and-exercise-science/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,34,1,None required (Biology/Phys preferred).,PE; Biology; Psychology.,Interest in public health and physical activity; empathy; communication skills; awareness of health policy and biomechanics.,21500,Add intl buffer +1; focus on community health vs elite performance.
BATH,BATH_CRI_BSC_2026,Humanities & Social Sciences,Criminology BSc,BSc,https://www.bath.ac.uk/courses/undergraduate-2025/social-and-policy-sciences/bsc-criminology/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,34,1,None required.,Sociology; Psychology.,Curiosity about the criminal justice system; interest in the causes of crime; analytical mindset; critical writing; social justice awareness.,21500,Add intl buffer +1; budget filter.
BATH,BATH_POL_LANG_BA_2026,Humanities & Social Sciences,Modern Languages and Politics BA,BA,https://www.bath.ac.uk/courses/undergraduate-2025/politics-languages-and-international-studies/ba-modern-languages-and-politics/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,A-Levels: ABB; IB: 34 (655 HL). Contextual: BCC / 31 (15 HL).,34,1,A-level in target language A required (or ab initio).,History; Politics.,Cross-cultural curiosity; evidence of following international news; linguistic resilience; interest in target country's political systems.,21500,Add intl buffer +1; includes mandatory year abroad.
STA,STA_IR_MA_2026,Arts,International Relations MA,MA,https://www.st-andrews.ac.uk/subjects/international-relations/ir-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required.,History; Politics; Economics.,Engagement with global theory (Realism/Liberalism); awareness of historical conflict vs modern diplomacy; ability to synthesize complex political texts; clear academic voice; global perspective.,30160,Add intl buffer +1; budget filter; Scottish 4-year degree; World-renowned IR department.
STA,STA_ECON_MA_2026,Arts,Economics MA,MA,https://www.st-andrews.ac.uk/subjects/economics/economics-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,A-level Maths A required; IB HL Maths (AA) grade 6 required.,None.,Mathematical intuition for social phenomena; interest in economic modeling; evidence of quantitative reasoning; awareness of global market trends; critical thinking about policy.,30160,Add intl buffer +1; budget filter; Maths A is a hard gate.
STA,STA_MGMT_MA_2026,Arts,Management MA,MA,https://www.st-andrews.ac.uk/subjects/management/management-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required.,Maths; Psychology.,Understanding of organizational logic; commercial awareness with a social lens; leadership evidence with reflection; interest in corporate social responsibility; analytical writing.,30160,Add intl buffer +1; budget filter.
STA,STA_PHIL_MA_2026,Arts,Philosophy MA,MA,https://www.st-andrews.ac.uk/subjects/philosophy/philosophy-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required.,Philosophy; Maths.,Logical precision; ability to dissect abstract arguments; comfort with ambiguity; engagement with primary philosophical texts; clarity of written expression.,30160,Add intl buffer +1; budget filter.
STA,STA_ENGL_MA_2026,Arts,English MA,MA,https://www.st-andrews.ac.uk/subjects/english/english-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,A-level English Lit A required; IB HL English grade 6 required.,None.,"Independent critical voice; breadth of reading across periods; sensitivity to linguistic form; ability to link text to cultural context; academic ""purity"" in analysis.",30160,Add intl buffer +1; budget filter.
STA,STA_HIST_MA_2026,Arts,History MA,MA,https://www.st-andrews.ac.uk/subjects/history/history-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required.,History.,Historiographical awareness; curiosity about non-Western or medieval periods (St Andrews' specialty); sophisticated source analysis; evidence-based argumentation.,30160,Add intl buffer +1; budget filter.
STA,STA_ART_MA_2026,Arts,Art History MA,MA,https://www.st-andrews.ac.uk/subjects/art-history/art-history-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required.,Art History; History.,Visual literacy; interest in the social context of art production; ability to write critically about imagery; curiosity about curators/museums.,30160,Add intl buffer +1; budget filter.
STA,STA_CS_BSC_2026,Science,Computer Science BSc,BSc,https://www.st-andrews.ac.uk/subjects/computer-science/computer-science-bsc/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (766 HL). Contextual: AAA / 36 (665 HL).,A-Levels: A*A*A; IB: 39 (766 HL). Contextual: AAA / 36 (665 HL).,39,1,A-level Maths A required; IB HL Maths AA grade 6 required.,Computer Science.,Mathematical fluency; evidence of coding logic (not just gaming); algorithmic thinking; interest in hardware-software interface; problem-solving resilience.,30160,Add intl buffer +1; budget filter; St. Andrews CS is Top 5 in UK.
STA,STA_MATH_BSC_2026,Science,Mathematics BSc,BSc,https://www.st-andrews.ac.uk/subjects/mathematics/mathematics-bsc/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (766 HL). Contextual: AAA / 36 (665 HL).,A-Levels: A*A*A; IB: 39 (766 HL). Contextual: AAA / 36 (665 HL).,39,1,A-level Maths A* and Further Maths A required; IB HL Maths AA grade 7 required.,Physics.,Proof-based reasoning; passion for abstract structures; participation in Maths Challenges; evidence of exploring math beyond school; tenacity.,30160,Add intl buffer +1; budget filter; Maths A* is a hard gate.
STA,STA_PHYS_BSC_2026,Science,Physics BSc,BSc,https://www.st-andrews.ac.uk/subjects/physics/physics-bsc/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (666 HL). Contextual: AAA / 36 (665 HL).,A-Levels: A*AA; IB: 38 (666 HL). Contextual: AAA / 36 (665 HL).,38,1,A-level Maths and Physics A required; IB HL Maths/Physics grade 6 required.,Further Maths.,Intuitive physical reasoning; linking calculus to physical reality; interest in quantum/mechanics; experimental curiosity; technical precision.,30160,Add intl buffer +1; budget filter.
STA,STA_PSY_BSC_2026,Science,Psychology BSc,BSc,https://www.st-andrews.ac.uk/subjects/psychology/psychology-bsc/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required (Science preferred).,Biology; Psychology; Maths.,Scientific literacy; interest in cognition and brain function; evidence of understanding research methods; critical analysis of behavioral data.,30160,Add intl buffer +1; budget filter.
STA,STA_BIO_BSC_2026,Science,Biology BSc,BSc,https://www.st-andrews.ac.uk/subjects/biology/biology-bsc/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,A-level Biology and one of Chem/Maths/Phys required.,Chemistry.,Fascination with a specific biological niche; field-work interest; ability to link genetic data to ecosystems; evidence of scientific curiosity.,30160,Add intl buffer +1; budget filter.
STA,STA_MED_BSC_2026,Medicine,Medicine BSc,BSc,https://www.st-andrews.ac.uk/subjects/medicine/medicine-bsc/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,A-level Chemistry and one of Bio/Maths/Phys A required.,None.,Patient-centered empathy; long-term commitment evidence; understanding of clinical ethics; resilience; teamwork; UCAT performance.,35920,Add intl buffer +1; budget filter; UCAT required; MMI Interview required; Note: Students move to a partner medical school after year 3.
STA,STA_CLAS_MA_2026,Arts,Classics MA,MA,https://www.st-andrews.ac.uk/subjects/classics/classics-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None (Latin/Greek preferred).,Ancient History.,Linguistic aptitude; curiosity about ancient political systems; bridging archaeology and text; awareness of the classical legacy.,30160,Add intl buffer +1; budget filter.
STA,STA_ASTRO_BSC_2026,Science,Astrophysics BSc,BSc,https://www.st-andrews.ac.uk/subjects/physics/astrophysics-bsc/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (666 HL). Contextual: AAA / 36 (665 HL).,A-Levels: A*AA; IB: 38 (666 HL). Contextual: AAA / 36 (665 HL).,38,1,A-level Maths and Physics A required.,Further Maths.,Interest in stellar evolution and cosmology; strong data-handling intent; ability to link math to celestial mechanics; evidence of astronomical interest.,30160,Add intl buffer +1; budget filter.
STA,STA_SD_MA_2026,Arts,Sustainable Development MA,MA,https://www.st-andrews.ac.uk/subjects/sustainable-development/sustainable-development-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required.,Geography; Biology.,Systems thinking; passion for climate justice; ability to handle interdisciplinary datasets; evidence of social/environmental activism.,30160,Add intl buffer +1; budget filter.
STA,STA_DIV_MA_2026,Divinity,Divinity/Theology MA,MA,https://www.st-andrews.ac.uk/subjects/divinity/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None required.,History; Philosophy; English.,Engagement with religious texts/culture; ability to handle abstract theological concepts; critical historical analysis; sophisticated writing.,30160,Add intl buffer +1; 4-year Scottish MA.
STA,STA_ARAB_MA_2026,Arts,Arabic MA,MA,https://www.st-andrews.ac.uk/subjects/arabic/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None (Ab initio available).,History; Politics; Languages.,Linguistic resilience; curiosity about Middle Eastern geopolitics and literature; cross-cultural adaptability; evidence of language-learning aptitude.,30160,Add intl buffer +1; includes mandatory year abroad.
STA,STA_PERS_MA_2026,Arts,Persian MA,MA,https://www.st-andrews.ac.uk/subjects/persian/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None (Ab initio available).,None.,Niche cultural interest; understanding of Iranian history/culture; evidence of self-driven study; interest in philology.,30160,Add intl buffer +1.
STA,STA_RUSS_MA_2026,Arts,Russian MA,MA,https://www.st-andrews.ac.uk/subjects/russian/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,None (Ab initio available).,History; Politics.,Interest in Russian literature (Tolstoy/Dostoevsky); awareness of post-Soviet space; resilience with complex grammar.,30160,Add intl buffer +1.
STA,STA_ESCI_BSC_2026,Science,Earth Sciences/Geology BSc,BSc,https://www.st-andrews.ac.uk/subjects/earth-environmental-sciences/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,38,1,Two sciences required (Bio/Chem/Phys/Maths/Geog/Geol).,Chemistry; Physics.,Fieldwork stamina; interest in planetary history and climate change; ability to handle scientific datasets; curious about resource management.,30160,Add intl buffer +1.
STA,STA_MATH_MA_2026,Arts,Mathematics MA,MA,https://www.st-andrews.ac.uk/subjects/mathematics/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (766 HL). Contextual: AAA / 36 (665 HL).,A-Levels: A*A*A; IB: 39 (766 HL). Contextual: AAA / 36 (665 HL).,39,1,A-level Maths A* required; IB HL Maths AA grade 7 required.,Further Maths.,Abstract proof interest; high-level logical reasoning; evidence of math challenge participation.,30160,Add intl buffer +1; this is the Arts-faculty version of the Math degree.
STA,STA_ANTH_MA_2026,Arts,Social Anthropology MA,MA,https://www.st-andrews.ac.uk/subjects/anthropology/social-anthropology-ma/,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,A-Levels: AAA; IB: 38 (666 HL). Contextual: ABB / 36 (655 HL).,36,1,None required.,History; Sociology; English; Geography.,"Deep curiosity about human diversity and social norms; ability to question 'common sense' assumptions; interest in ethnographic research methods; critical thinking about power, kinship, and belief systems; analytical writing.",30160,Add intl buffer +1; budget filter; 4-year Scottish MA; extremely flexible for joint honours.
